in_n,in_m,in_alpha,in_relax,in_tol,in_its,out_its,out_tmpi,out_tclock,out_res,out_err,out_size,out_np
840,840,0.8,1,1e-13,50,50,0.810245,0.808,5.40181e-09,0.000633904,1
840,840,0.8,1,1e-13,50,50,0.809975,0.807,5.40181e-09,0.000633904,1
840,840,0.8,1,1e-13,50,50,0.809392,0.807,5.40181e-09,0.000633904,1
840,840,0.8,1,1e-13,50,50,0.201275,0.199,5.40185e-09,0.000633904,4
840,840,0.8,1,1e-13,50,50,0.202311,0.199,5.40185e-09,0.000633904,4
840,840,0.8,1,1e-13,50,50,0.201281,0.197,5.40185e-09,0.000633904,4
840,840,0.8,1,1e-13,50,50,0.041580,0.040,5.40192e-09,0.000633904,9
840,840,0.8,1,1e-13,50,50,0.039948,0.036,5.40192e-09,0.000633904,9
840,840,0.8,1,1e-13,50,50,0.040655,0.040,5.40191e-09,0.000633904,9
840,840,0.8,1,1e-13,50,50,0.029542,0.020,5.40197e-09,0.000633904,16
840,840,0.8,1,1e-13,50,50,0.029702,0.025,5.40201e-09,0.000633904,16
840,840,0.8,1,1e-13,50,50,0.028652,0.023,5.40201e-09,0.000633904,16
840,840,0.8,1,1e-13,50,50,0.031086,0.027,5.40207e-09,0.000633904,25
840,840,0.8,1,1e-13,50,50,0.031288,0.026,5.40208e-09,0.000633904,25
840,840,0.8,1,1e-13,50,50,0.031231,0.026,5.40209e-09,0.000633904,25
840,840,0.8,1,1e-13,50,50,0.033617,0.-01,5.40209e-09,0.000633904,36
840,840,0.8,1,1e-13,50,50,0.032599,0.026,5.40215e-09,0.000633904,36
840,840,0.8,1,1e-13,50,50,0.032666,0.022,5.40214e-09,0.000633904,36
840,840,0.8,1,1e-13,50,50,0.033048,0.026,5.40216e-09,0.000633904,49
840,840,0.8,1,1e-13,50,50,0.032240,0.032,5.4022e-09,0.000633904,49
840,840,0.8,1,1e-13,50,50,0.031979,0.024,5.40221e-09,0.000633904,49
840,840,0.8,1,1e-13,50,50,0.031667,0.026,5.4023e-09,0.000633904,64
840,840,0.8,1,1e-13,50,50,0.030796,0.030,5.40232e-09,0.000633904,64
840,840,0.8,1,1e-13,50,50,0.031695,0.024,5.4023e-09,0.000633904,64
840,840,0.8,1,1e-13,50,50,0.032654,0.028,5.40238e-09,0.000633904,80
840,840,0.8,1,1e-13,50,50,0.033184,0.024,5.40236e-09,0.000633904,80
840,840,0.8,1,1e-13,50,50,0.032225,0.027,5.40229e-09,0.000633904,80
1680,1680,0.8,1,1e-13,50,50,3.232394,3.225,6.75761e-10,0.000317239,1
1680,1680,0.8,1,1e-13,50,50,3.234355,3.227,6.75761e-10,0.000317239,1
1680,1680,0.8,1,1e-13,50,50,3.232994,3.225,6.75761e-10,0.000317239,1
1680,1680,0.8,1,1e-13,50,50,0.830470,0.826,6.75762e-10,0.000317239,4
1680,1680,0.8,1,1e-13,50,50,0.830360,0.824,6.75762e-10,0.000317239,4
1680,1680,0.8,1,1e-13,50,50,0.830198,0.826,6.75762e-10,0.000317239,4
1680,1680,0.8,1,1e-13,50,50,0.379879,0.375,6.75764e-10,0.000317239,9
1680,1680,0.8,1,1e-13,50,50,0.383731,0.372,6.75764e-10,0.000317239,9
1680,1680,0.8,1,1e-13,50,50,0.382372,0.378,6.75764e-10,0.000317239,9
1680,1680,0.8,1,1e-13,50,50,0.220229,0.208,6.75768e-10,0.000317239,16
1680,1680,0.8,1,1e-13,50,50,0.221106,0.218,6.75767e-10,0.000317239,16
1680,1680,0.8,1,1e-13,50,50,0.220423,0.214,6.75767e-10,0.000317239,16
1680,1680,0.8,1,1e-13,50,50,0.071964,0.064,6.7577e-10,0.000317239,25
1680,1680,0.8,1,1e-13,50,50,0.073234,0.071,6.7577e-10,0.000317239,25
1680,1680,0.8,1,1e-13,50,50,0.070882,0.069,6.7577e-10,0.000317239,25
1680,1680,0.8,1,1e-13,50,50,0.063808,0.055,6.75775e-10,0.000317239,36
1680,1680,0.8,1,1e-13,50,50,0.064869,0.053,6.75775e-10,0.000317239,36
1680,1680,0.8,1,1e-13,50,50,0.062006,0.058,6.75775e-10,0.000317239,36
1680,1680,0.8,1,1e-13,50,50,0.056176,0.046,6.75779e-10,0.000317239,49
1680,1680,0.8,1,1e-13,50,50,0.056843,0.049,6.75779e-10,0.000317239,49
1680,1680,0.8,1,1e-13,50,50,0.057942,0.049,6.75779e-10,0.000317239,49
1680,1680,0.8,1,1e-13,50,50,0.050219,0.039,6.75783e-10,0.000317239,64
1680,1680,0.8,1,1e-13,50,50,0.049847,0.039,6.75784e-10,0.000317239,64
1680,1680,0.8,1,1e-13,50,50,0.049910,0.026,6.75784e-10,0.000317239,64
1680,1680,0.8,1,1e-13,50,50,0.048603,0.021,6.75789e-10,0.000317239,80
1680,1680,0.8,1,1e-13,50,50,0.047483,0.043,6.75791e-10,0.000317239,80
1680,1680,0.8,1,1e-13,50,50,0.046142,0.040,6.75788e-10,0.000317239,80
3360,3360,0.8,1,1e-13,50,50,12.921680,12.891,8.44983e-11,0.000158679,1
3360,3360,0.8,1,1e-13,50,50,12.938293,12.896,8.44983e-11,0.000158679,1
