in_n,in_m,in_alpha,in_relax,in_tol,in_its,out_its,out_tmpi,out_tclock,out_res,out_err,out_size,out_np
26880,26880,0.8,1,1e-13,50,50,826.678238,824.821,1.65078e-13,1.98405e-05,1
26880,26880,0.8,1,1e-13,50,50,208.859788,208.369,1.65078e-13,1.98405e-05,4
26880,26880,0.8,1,1e-13,50,50,93.570645,93.202,1.65078e-13,1.98405e-05,9
26880,26880,0.8,1,1e-13,50,50,93.706524,93.396,1.65078e-13,1.98405e-05,9
26880,26880,0.8,1,1e-13,50,50,93.555942,93.180,1.65078e-13,1.98405e-05,9
26880,26880,0.8,1,1e-13,50,50,56.372797,56.176,1.65078e-13,1.98405e-05,16
26880,26880,0.8,1,1e-13,50,50,34.638386,34.531,1.65078e-13,1.98405e-05,25
26880,26880,0.8,1,1e-13,50,50,25.236250,25.160,1.65078e-13,1.98405e-05,36
26880,26880,0.8,1,1e-13,50,50,17.890814,17.789,1.65078e-13,1.98405e-05,49
26880,26880,0.8,1,1e-13,50,50,14.357728,14.274,1.65078e-13,1.98405e-05,64
26880,26880,0.8,1,1e-13,50,50,11.525308,11.485,1.65078e-13,1.98405e-05,80
